id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp,Timestamp
1,Bitcoin,BTC,bitcoin,11800,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19783550.0,19783550.0,False,,1,,,,2024-11-17T17:23:00.000Z,90343.95375167347,42680432402.348656,-25.2811,0.14912831,-0.57502608,13.20818411,31.46651683,51.42066031,53.49757471,1787324126243.9197,59.0819,1897223028785.14,,2024-11-17T17:23:00.000Z,,,,,,2024-11-18 00:24:10.508485,
1027,Ethereum,ETH,ethereum,9561,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate']",,120422508.55189973,120422508.55189973,True,,2,,,,2024-11-17T17:23:00.000Z,3090.503721946099,26317194316.763393,-12.795,0.05091495,-2.00922527,-3.84118363,16.76188826,34.5984234,18.91494046,372166210885.73206,12.3023,372166210885.73,,2024-11-17T17:23:00.000Z,,,,,,2024-11-18 00:24:10.508485,
825,Tether USDt,USDT,tether,103707,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,127537303558.54819,129825664180.7598,True,,3,,,,2024-11-17T17:22:00.000Z,1.0000918181804122,129572121646.72186,-12.0312,0.00669027,-0.01651506,-0.07452899,0.01581496,0.00232481,-0.01873023,127549013801.6956,4.2152,129837584537.02,,2024-11-17T17:22:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-11-18 00:24:10.508485,
5426,Solana,SOL,solana,787,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,472119875.4535705,588589590.6214832,True,,4,,,,2024-11-17T17:22:00.000Z,232.39094346236215,9154714955.752419,68.1003,-0.57904128,8.33341539,10.01153144,49.28137322,81.29440703,60.94617082,109716383283.98816,3.6259,136782890276.65,,2024-11-17T17:22:00.000Z,,,,,,2024-11-18 00:24:10.508485,
1839,BNB,BNB,bnb,2282,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,144098748.7558099,144098748.7558099,False,,5,,,,2024-11-17T17:23:00.000Z,621.1069504596172,2414260271.4493995,10.3713,-0.35576467,-0.84021006,-2.84741889,3.31425503,15.13101457,12.71199258,89500734404.76765,2.9578,89500734404.77,,2024-11-17T17:23:00.000Z,,,,,,2024-11-18 00:24:10.508485,
52,XRP,XRP,xrp,1430,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,56931242174.0,99987013354.0,False,,6,,,,2024-11-17T17:23:00.000Z,1.0789470904151715,14625146861.209118,-30.8675,-0.13899892,-5.43123825,77.91855445,97.0514383,90.60106925,81.35518431,61425798097.3588,2.0291,107894709041.52,,2024-11-17T17:23:00.000Z,,,,,,2024-11-18 00:24:10.508485,
74,Dogecoin,DOGE,dogecoin,1101,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,146831026383.70526,146831026383.70526,True,,7,,,,2024-11-17T17:23:00.000Z,0.3673991847288295,7509650041.58196,-17.7351,1.18234957,-0.75803329,38.65011903,163.81014505,266.24924189,265.52441074,53945599386.27057,1.7832,53945599386.27,,2024-11-17T17:23:00.000Z,,,,,,2024-11-18 00:24:10.508485,
3408,USDC,USDC,usd-coin,23122,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,37181296880.21434,37181296880.21434,False,,8,,,,2024-11-17T17:22:00.000Z,0.9999858937609172,7539131687.945939,-11.9071,0.00415632,0.00228751,0.00417856,-0.00315479,0.00056296,-0.0039155,37180772391.95114,1.2287,37180772391.95,,2024-11-17T17:22:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-11-18 00:24:10.508485,
2010,Cardano,ADA,cardano,1352,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35033776787.310196,44995037803.61046,False,,9,,,,2024-11-17T17:23:00.000Z,0.7404680845412098,2702127950.4260535,-52.7573,1.94729664,-1.89543895,20.34886694,110.26248297,124.87015135,122.41309929,25941393591.943882,0.8569,33321063804.35,,2024-11-17T17:23:00.000Z,,,,,,2024-11-18 00:24:10.508485,
1958,TRON,TRX,tron,1069,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,86376355344.86737,86376365753.40936,True,,10,,,,2024-11-17T17:23:00.000Z,0.19740848604575226,758151762.5339928,-33.9335,0.47229132,-3.0131035,18.65015,23.87372905,32.38631987,41.51698486,17051425538.78019,0.5635,17051427593.51,,2024-11-17T17:23:00.000Z,,,,,,2024-11-18 00:24:10.508485,
5994,Shiba Inu,SHIB,shiba-inu,903,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589260502748674.5,589512465468568.8,False,,11,,,,2024-11-17T17:22:00.000Z,2.5035967017312132e-05,1148517175.8871777,-23.8911,-0.56270961,2.46025935,-7.34417335,31.85014591,90.64564674,90.7451666,14752706511.42058,0.4872,14759014641.77,,2024-11-17T17:22:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-11-18 00:24:10.508485,
5805,Avalanche,AVAX,avalanche,803,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,407357195.36420256,447360295.36420256,False,,12,,,,2024-11-17T17:22:00.000Z,35.87704817984962,1092222514.7310116,29.898,-1.71046037,3.03975914,9.38415083,28.33560509,55.55484489,73.29835799,14614773724.48991,0.4831,25678951276.23,,2024-11-17T17:22:00.000Z,,,,,,2024-11-18 00:24:10.508485,
11419,Toncoin,TON,toncoin,610,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2545941112.7278156,5115453668.215271,True,,13,3414166606.0,18688462843.89968,,2024-11-17T17:21:00.000Z,5.473799319300026,397570099.23652196,-12.7578,0.12624399,-3.540618,0.50044154,4.34515698,-0.23411876,-19.98425264,13935970729.827469,0.4607,28000966806.99,,2024-11-17T17:21:00.000Z,,,,,,2024-11-18 00:24:10.508485,
20947,Sui,SUI,sui,415,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm']",10000000000.0,2845750695.583888,10000000000.0,False,,14,,,,2024-11-17T17:23:00.000Z,3.824585979611354,1825651090.2963955,-19.5301,-0.29693097,4.0093171,26.72540797,79.81868418,225.89679108,348.72578961,10883818211.799397,0.3597,38245859796.11,,2024-11-17T17:23:00.000Z,,,,,,2024-11-18 00:24:10.508485,
24478,Pepe,PEPE,pepe,472,2023-04-17T06:18:08.000Z,['memes'],420690000000000.0,420689899999994.8,420689899999994.8,False,,15,,,,2024-11-17T17:23:00.000Z,2.231908375808493e-05,4514947949.435817,-26.0347,2.71858435,6.42099046,77.06816656,109.9168679,215.09285262,200.49999499,9389413114.280258,0.3104,9389415346.19,,2024-11-17T17:23:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6982508145454ce325ddbe47a25d4ec3d2311933,2024-11-18 00:24:10.508485,
1,Bitcoin,BTC,bitcoin,11800,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19783550.0,19783550.0,False,,1,,,,2024-11-17T17:23:00.000Z,90343.95375167347,42680432402.348656,-25.2811,0.14912831,-0.57502608,13.20818411,31.46651683,51.42066031,53.49757471,1787324126243.9197,59.0819,1897223028785.14,,2024-11-17T17:23:00.000Z,,,,,,,2024-11-18 00:24:16.141820
1027,Ethereum,ETH,ethereum,9561,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate']",,120422508.55189973,120422508.55189973,True,,2,,,,2024-11-17T17:23:00.000Z,3090.503721946099,26317194316.763393,-12.795,0.05091495,-2.00922527,-3.84118363,16.76188826,34.5984234,18.91494046,372166210885.73206,12.3023,372166210885.73,,2024-11-17T17:23:00.000Z,,,,,,,2024-11-18 00:24:16.141820
825,Tether USDt,USDT,tether,103707,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,127537303558.54819,129825664180.7598,True,,3,,,,2024-11-17T17:22:00.000Z,1.0000918181804122,129572121646.72186,-12.0312,0.00669027,-0.01651506,-0.07452899,0.01581496,0.00232481,-0.01873023,127549013801.6956,4.2152,129837584537.02,,2024-11-17T17:22:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,,2024-11-18 00:24:16.141820
5426,Solana,SOL,solana,787,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,472119875.4535705,588589590.6214832,True,,4,,,,2024-11-17T17:22:00.000Z,232.39094346236215,9154714955.752419,68.1003,-0.57904128,8.33341539,10.01153144,49.28137322,81.29440703,60.94617082,109716383283.98816,3.6259,136782890276.65,,2024-11-17T17:22:00.000Z,,,,,,,2024-11-18 00:24:16.141820
1839,BNB,BNB,bnb,2282,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,144098748.7558099,144098748.7558099,False,,5,,,,2024-11-17T17:23:00.000Z,621.1069504596172,2414260271.4493995,10.3713,-0.35576467,-0.84021006,-2.84741889,3.31425503,15.13101457,12.71199258,89500734404.76765,2.9578,89500734404.77,,2024-11-17T17:23:00.000Z,,,,,,,2024-11-18 00:24:16.141820
52,XRP,XRP,xrp,1430,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,56931242174.0,99987013354.0,False,,6,,,,2024-11-17T17:23:00.000Z,1.0789470904151715,14625146861.209118,-30.8675,-0.13899892,-5.43123825,77.91855445,97.0514383,90.60106925,81.35518431,61425798097.3588,2.0291,107894709041.52,,2024-11-17T17:23:00.000Z,,,,,,,2024-11-18 00:24:16.141820
74,Dogecoin,DOGE,dogecoin,1101,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,146831026383.70526,146831026383.70526,True,,7,,,,2024-11-17T17:23:00.000Z,0.3673991847288295,7509650041.58196,-17.7351,1.18234957,-0.75803329,38.65011903,163.81014505,266.24924189,265.52441074,53945599386.27057,1.7832,53945599386.27,,2024-11-17T17:23:00.000Z,,,,,,,2024-11-18 00:24:16.141820
3408,USDC,USDC,usd-coin,23122,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,37181296880.21434,37181296880.21434,False,,8,,,,2024-11-17T17:22:00.000Z,0.9999858937609172,7539131687.945939,-11.9071,0.00415632,0.00228751,0.00417856,-0.00315479,0.00056296,-0.0039155,37180772391.95114,1.2287,37180772391.95,,2024-11-17T17:22:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,2024-11-18 00:24:16.141820
2010,Cardano,ADA,cardano,1352,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35033776787.310196,44995037803.61046,False,,9,,,,2024-11-17T17:23:00.000Z,0.7404680845412098,2702127950.4260535,-52.7573,1.94729664,-1.89543895,20.34886694,110.26248297,124.87015135,122.41309929,25941393591.943882,0.8569,33321063804.35,,2024-11-17T17:23:00.000Z,,,,,,,2024-11-18 00:24:16.141820
1958,TRON,TRX,tron,1069,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,86376355344.86737,86376365753.40936,True,,10,,,,2024-11-17T17:23:00.000Z,0.19740848604575226,758151762.5339928,-33.9335,0.47229132,-3.0131035,18.65015,23.87372905,32.38631987,41.51698486,17051425538.78019,0.5635,17051427593.51,,2024-11-17T17:23:00.000Z,,,,,,,2024-11-18 00:24:16.141820
5994,Shiba Inu,SHIB,shiba-inu,903,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589260502748674.5,589512465468568.8,False,,11,,,,2024-11-17T17:22:00.000Z,2.5035967017312132e-05,1148517175.8871777,-23.8911,-0.56270961,2.46025935,-7.34417335,31.85014591,90.64564674,90.7451666,14752706511.42058,0.4872,14759014641.77,,2024-11-17T17:22:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,,2024-11-18 00:24:16.141820
5805,Avalanche,AVAX,avalanche,803,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,407357195.36420256,447360295.36420256,False,,12,,,,2024-11-17T17:22:00.000Z,35.87704817984962,1092222514.7310116,29.898,-1.71046037,3.03975914,9.38415083,28.33560509,55.55484489,73.29835799,14614773724.48991,0.4831,25678951276.23,,2024-11-17T17:22:00.000Z,,,,,,,2024-11-18 00:24:16.141820
11419,Toncoin,TON,toncoin,610,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2545941112.7278156,5115453668.215271,True,,13,3414166606.0,18688462843.89968,,2024-11-17T17:21:00.000Z,5.473799319300026,397570099.23652196,-12.7578,0.12624399,-3.540618,0.50044154,4.34515698,-0.23411876,-19.98425264,13935970729.827469,0.4607,28000966806.99,,2024-11-17T17:21:00.000Z,,,,,,,2024-11-18 00:24:16.141820
20947,Sui,SUI,sui,415,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm']",10000000000.0,2845750695.583888,10000000000.0,False,,14,,,,2024-11-17T17:23:00.000Z,3.824585979611354,1825651090.2963955,-19.5301,-0.29693097,4.0093171,26.72540797,79.81868418,225.89679108,348.72578961,10883818211.799397,0.3597,38245859796.11,,2024-11-17T17:23:00.000Z,,,,,,,2024-11-18 00:24:16.141820
24478,Pepe,PEPE,pepe,472,2023-04-17T06:18:08.000Z,['memes'],420690000000000.0,420689899999994.8,420689899999994.8,False,,15,,,,2024-11-17T17:23:00.000Z,2.231908375808493e-05,4514947949.435817,-26.0347,2.71858435,6.42099046,77.06816656,109.9168679,215.09285262,200.49999499,9389413114.280258,0.3104,9389415346.19,,2024-11-17T17:23:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6982508145454ce325ddbe47a25d4ec3d2311933,,2024-11-18 00:24:16.141820
1,Bitcoin,BTC,bitcoin,11800,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19783550.0,19783550.0,False,,1,,,,2024-11-17T17:24:00.000Z,90384.69581955351,42683394420.69368,-25.2005,0.19871217,-0.52400952,13.25074878,31.49589187,51.46669246,53.61463065,1788130148980.928,59.1085,1898078612210.62,,2024-11-17T17:24:00.000Z,,,,,,,2024-11-18 00:25:16.550180
1027,Ethereum,ETH,ethereum,9561,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate']",,120422508.55189973,120422508.55189973,True,,2,,,,2024-11-17T17:24:00.000Z,3091.4349394126743,26317977526.14807,-12.7518,0.10477894,-2.0013097,-3.82708141,16.78868993,34.59585542,19.00810926,372278350429.0644,12.3061,372278350429.06,,2024-11-17T17:24:00.000Z,,,,,,,2024-11-18 00:25:16.550180
825,Tether USDt,USDT,tether,103707,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,127537303558.54819,129825664180.7598,True,,3,,,,2024-11-17T17:24:00.000Z,1.0001699976392913,129633477871.23756,-11.9322,0.01388505,-0.00751301,-0.06693004,0.03180881,0.01468971,-0.02046052,127558984599.0747,4.2156,129847734237.19,,2024-11-17T17:24:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,,2024-11-18 00:25:16.550180
5426,Solana,SOL,solana,787,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,472119875.4535705,588589590.6214832,True,,4,,,,2024-11-17T17:23:00.000Z,232.41660200003406,9162325645.03492,68.3555,-0.56426465,8.31903465,10.02905284,49.32067734,81.32724452,60.96151498,109728497189.59814,3.6263,136797992624.84,,2024-11-17T17:23:00.000Z,,,,,,,2024-11-18 00:25:16.550180
1839,BNB,BNB,bnb,2282,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,144098748.7558099,144098748.7558099,False,,5,,,,2024-11-17T17:24:00.000Z,621.0979201325085,2414545301.62937,10.4212,-0.34287395,-0.82651577,-2.85443939,3.3738964,15.10777588,12.60752848,89499433145.93044,2.9578,89499433145.93,,2024-11-17T17:24:00.000Z,,,,,,,2024-11-18 00:25:16.550180
52,XRP,XRP,xrp,1430,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,56931242174.0,99987013354.0,False,,6,,,,2024-11-17T17:24:00.000Z,1.0788153200330353,14627061760.599255,-30.8446,-0.17459427,-5.35113038,77.63126345,97.23592069,90.47969336,81.13174557,61418296245.822044,2.0289,107881532003.3,,2024-11-17T17:24:00.000Z,,,,,,,2024-11-18 00:25:16.550180
74,Dogecoin,DOGE,dogecoin,1101,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,146831026383.70526,146831026383.70526,True,,7,,,,2024-11-17T17:24:00.000Z,0.36794214810659287,7513594006.24577,-17.6889,1.33335012,-0.68492539,39.03355733,164.39863672,266.59247658,265.3411089,54025323256.31633,1.7859,54025323256.32,,2024-11-17T17:24:00.000Z,,,,,,,2024-11-18 00:25:16.550180
3408,USDC,USDC,usd-coin,23122,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,37181296880.21434,37181296880.21434,False,,8,,,,2024-11-17T17:24:00.000Z,1.0001300060311293,7542645140.970837,-11.8065,0.01605862,0.02032374,0.0229058,0.02966941,0.01008372,-0.00331851,37186130673.05398,1.2289,37186130673.05,,2024-11-17T17:24:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,2024-11-18 00:25:16.550180
